Subj,Crse,Sect,(Type) 0,Day 0,Times 0, Building and Room 0,(Type) 1,Day 1,Times 1, Building and Room 1,(Type) 2,Day 2,Times 2, Building and Room 2,(Type) 3,Day 3,Times 3, Building and Room 3,(Type) 4,Day 4,Times 4, Building and Room 4,(Type) 5,Day 5,Times 5, Building and Room 5,(Type) 6,Day 6,Times 6, Building and Room 6,(Type) 7,Day 7,Times 7, Building and Room 7,(Type) 8,Day 8,Times 8, Building and Room 8,(Type) 9,Day 9,Times 9, Building and Room 9,(Type) 10,Day 10,Times 10, Building and Room 10,Session,CRN,Title,Prof,Campus,Hrs
MUS,01102, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40244,PROFESSIONAL APPLIED INSTR 2,Mapp Douglas,Main,4
MUS,01102, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40245,PROFESSIONAL APPLIED INSTR 2,Mayes Joseph,Main,4
MUS,01102, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40246,PROFESSIONAL APPLIED INSTR 2,Mayes Kathleen l,Main,4
MUS,01102, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40247,PROFESSIONAL APPLIED INSTR 2,Powell Timothy J,Main,4
MUS,01102, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40248,PROFESSIONAL APPLIED INSTR 2,Rosen Michelle,Main,4
MUS,01102, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40249,PROFESSIONAL APPLIED INSTR 2,Snyder Mark S,Main,4
MUS,01102, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40250,PROFESSIONAL APPLIED INSTR 2,Tomasone Adeline,Main,4
MUS,01102, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40251,PROFESSIONAL APPLIED INSTR 2,Turk Gordon H,Main,4
MUS,01102, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40254,PROFESSIONAL APPLIED INSTR 2,Wilson Lyndsie E,Main,4
MUS,01102, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40255,PROFESSIONAL APPLIED INSTR 2,Witten Dean,Main,4
MUS,01102, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40253,PROFESSIONAL APPLIED INSTR 2,Zuponcic Veda,Main,4
MUS,01103,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40256,MAJOR APPLIED INSTRUMENT 1,Appleby-Wineberg Bryan Kent,Main,2
MUS,01103,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40257,MAJOR APPLIED INSTRUMENT 1,Atanasiu Lenuta C.,Main,2
MUS,01103,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40258,MAJOR APPLIED INSTRUMENT 1,Atanasiu Lenuta C.,Main,2
MUS,01103,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40259,MAJOR APPLIED INSTRUMENT 1,Boguslavsky Lidia,Main,2
MUS,01103,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40260,MAJOR APPLIED INSTRUMENT 1,Schumaker Bliss Amy Lynn,Main,2
MUS,01103,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40261,MAJOR APPLIED INSTRUMENT 1,Boring Daniel S,Main,2
MUS,01103,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40262,MAJOR APPLIED INSTRUMENT 1,Brown Brian E,Main,2
MUS,01103,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40263,MAJOR APPLIED INSTRUMENT 1,Cox Carl M,Main,2
MUS,01103,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40264,MAJOR APPLIED INSTRUMENT 1,Guida John J,Main,2
MUS,01103, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40265,MAJOR APPLIED INSTRUMENT 1,Huebner Rie Suzuki,Main,2
MUS,01103, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40266,MAJOR APPLIED INSTRUMENT 1,Linn Richard,Main,2
MUS,01103, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40267,MAJOR APPLIED INSTRUMENT 1,Mapp Douglas,Main,2
MUS,01103, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40268,MAJOR APPLIED INSTRUMENT 1,Mayes Joseph,Main,2
MUS,01103, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40269,MAJOR APPLIED INSTRUMENT 1,Mayes Kathleen l,Main,2
MUS,01103, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40270,MAJOR APPLIED INSTRUMENT 1,Powell Timothy J,Main,2
MUS,01103, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40271,MAJOR APPLIED INSTRUMENT 1,Rosen Michelle,Main,2
MUS,01103, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40272,MAJOR APPLIED INSTRUMENT 1,Snyder Mark S,Main,2
MUS,01103, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40273,MAJOR APPLIED INSTRUMENT 1,Tomasone Adeline,Main,2
MUS,01103, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40274,MAJOR APPLIED INSTRUMENT 1,Turk Gordon H,Main,2
MUS,01103, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40275,MAJOR APPLIED INSTRUMENT 1,Wilson Lyndsie E,Main,2
MUS,01103, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40276,MAJOR APPLIED INSTRUMENT 1,Witten Dean,Main,2
MUS,01103, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40277,MAJOR APPLIED INSTRUMENT 1,Timofeev Alexander V.,Main,2
MUS,01103, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40278,MAJOR APPLIED INSTRUMENT 1,Schwarz Timothy John,Main,2
MUS,01103, 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40279,MAJOR APPLIED INSTRUMENT 1,Zuponcic Veda,Main,2
MUS,01104,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40280,MAJOR APPLIED INSTRUMENT 2,Appleby-Wineberg Bryan Kent,Main,2
MUS,01104,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40281,MAJOR APPLIED INSTRUMENT 2,Atanasiu George,Main,2
MUS,01104,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40282,MAJOR APPLIED INSTRUMENT 2,Atanasiu Lenuta C.,Main,2
MUS,01104,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40283,MAJOR APPLIED INSTRUMENT 2,Boguslavsky Lidia,Main,2
MUS,01104,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40284,MAJOR APPLIED INSTRUMENT 2,Powell Timothy J,Main,2
MUS,01104,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40285,MAJOR APPLIED INSTRUMENT 2,Boring Daniel S,Main,2
MUS,01104,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40286,MAJOR APPLIED INSTRUMENT 2,Brown Brian E,Main,2
MUS,01104,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40287,MAJOR APPLIED INSTRUMENT 2,Cox Carl M,Main,2
MUS,01104,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40288,MAJOR APPLIED INSTRUMENT 2,Guida John J,Main,2
MUS,01104, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40289,MAJOR APPLIED INSTRUMENT 2,Huebner Rie Suzuki,Main,2
MUS,01104, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40290,MAJOR APPLIED INSTRUMENT 2,Linn Richard,Main,2
MUS,01104, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40291,MAJOR APPLIED INSTRUMENT 2,Mapp Douglas,Main,2
MUS,01104, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40292,MAJOR APPLIED INSTRUMENT 2,Mayes Joseph,Main,2
MUS,01104, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40293,MAJOR APPLIED INSTRUMENT 2,Mayes Kathleen l,Main,2
MUS,01104, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40294,MAJOR APPLIED INSTRUMENT 2,Rosen Michelle,Main,2
MUS,01104, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40295,MAJOR APPLIED INSTRUMENT 2,Snyder Mark S,Main,2
MUS,01104, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40296,MAJOR APPLIED INSTRUMENT 2,Tomasone Adeline,Main,2
MUS,01104, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40297,MAJOR APPLIED INSTRUMENT 2,Turk Gordon H,Main,2
MUS,01104, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40298,MAJOR APPLIED INSTRUMENT 2,Wilson Lyndsie E,Main,2
MUS,01104, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40299,MAJOR APPLIED INSTRUMENT 2,Witten Dean,Main,2
MUS,01104, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40300,MAJOR APPLIED INSTRUMENT 2,Zuponcic Veda,Main,2
MUS,01104, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40301,MAJOR APPLIED INSTRUMENT 2,Schumaker Bliss Amy Lynn,Main,2
MUS,01104, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40302,MAJOR APPLIED INSTRUMENT 2,Schwarz Timothy John,Main,2
MUS,01105,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40303,SECONDARY APPL INSTR 1,Appleby-Wineberg Bryan Kent,Main,1
MUS,01105,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40304,SECONDARY APPL INSTR 1,Atanasiu George,Main,1
MUS,01105,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40305,SECONDARY APPL INSTR 1,Atanasiu Lenuta C.,Main,1
MUS,01105,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40306,SECONDARY APPL INSTR 1,Boguslavsky Lidia,Main,1
MUS,01105,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40307,SECONDARY APPL INSTR 1,Boring Daniel S,Main,1
MUS,01105,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40308,SECONDARY APPL INSTR 1,Brown Brian E,Main,1
MUS,01105,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40309,SECONDARY APPL INSTR 1,Cox Carl M,Main,1
MUS,01105,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40310,SECONDARY APPL INSTR 1,Guida John J,Main,1
MUS,01105,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40311,SECONDARY APPL INSTR 1,Huebner Rie Suzuki,Main,1
MUS,01105, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40312,SECONDARY APPL INSTR 1,Linn Richard,Main,1
MUS,01105, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40313,SECONDARY APPL INSTR 1,Mapp Douglas,Main,1
MUS,01105, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40314,SECONDARY APPL INSTR 1,Mayes Joseph,Main,1
MUS,01105, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40315,SECONDARY APPL INSTR 1,Mayes Kathleen l,Main,1
MUS,01105, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40316,SECONDARY APPL INSTR 1,Rosen Michelle,Main,1
MUS,01105, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40317,SECONDARY APPL INSTR 1,Schwarz Timothy John,Main,1
MUS,01105, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40318,SECONDARY APPL INSTR 1,Tomasone Adeline,Main,1
MUS,01105, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40319,SECONDARY APPL INSTR 1,Turk Gordon H,Main,1
MUS,01105, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40320,SECONDARY APPL INSTR 1,Witten Dean,Main,1
MUS,01105, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40321,SECONDARY APPL INSTR 1,Rawlins Nancy,Main,1
MUS,01105, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40322,SECONDARY APPL INSTR 1,Schneider Dean P,Main,1
MUS,01105, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40323,SECONDARY APPL INSTR 1,Timofeev Alexander V.,Main,1
MUS,01105, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40324,SECONDARY APPL INSTR 1,Wilson Lyndsie E,Main,1
MUS,01105, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40325,SECONDARY APPL INSTR 1,Sharman Clint,Main,1
MUS,01105, 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40326,SECONDARY APPL INSTR 1,Schumaker Bliss Amy Lynn,Main,1
MUS,01106,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40328,SECONDARY APPL INSTR 2,Appleby-Wineberg Bryan Kent,Main,1
MUS,01106,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40329,SECONDARY APPL INSTR 2,Atanasiu George,Main,1
MUS,01106,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40330,SECONDARY APPL INSTR 2,Atanasiu Lenuta C.,Main,1
MUS,01106,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40331,SECONDARY APPL INSTR 2,Boguslavsky Lidia,Main,1
MUS,01106,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40332,SECONDARY APPL INSTR 2,Boring Daniel S,Main,1
MUS,01106,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40333,SECONDARY APPL INSTR 2,Brown Brian E,Main,1
MUS,01106,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40334,SECONDARY APPL INSTR 2,Cox Carl M,Main,1
MUS,01106,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40335,SECONDARY APPL INSTR 2,Guida John J,Main,1
MUS,01106,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40336,SECONDARY APPL INSTR 2,Huebner Rie Suzuki,Main,1
MUS,01106, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40337,SECONDARY APPL INSTR 2,Linn Richard,Main,1
MUS,01106, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40338,SECONDARY APPL INSTR 2,Mapp Douglas,Main,1
MUS,01106, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40339,SECONDARY APPL INSTR 2,Mayes Joseph,Main,1
MUS,01106, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40340,SECONDARY APPL INSTR 2,Mayes Kathleen l,Main,1
MUS,01106, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40341,SECONDARY APPL INSTR 2,Powell Timothy J,Main,1
MUS,01106, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40343,SECONDARY APPL INSTR 2,Rosen Michelle,Main,1
MUS,01106, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40344,SECONDARY APPL INSTR 2,Diblasio Denis,Main,1
MUS,01106, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40345,SECONDARY APPL INSTR 2,Snyder Mark S,Main,1
MUS,01106, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40346,SECONDARY APPL INSTR 2,Tomasone Adeline,Main,1
MUS,01106, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40347,SECONDARY APPL INSTR 2,Turk Gordon H,Main,1
MUS,01106, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40348,SECONDARY APPL INSTR 2,Witten Dean,Main,1
MUS,01106, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40349,SECONDARY APPL INSTR 2,Zuponcic Veda,Main,1
MUS,01106, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40351,SECONDARY APPL INSTR 2,Boguslavsky Lidia,Main,1
MUS,01106, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40352,SECONDARY APPL INSTR 2,Schneider Dean P,Main,1
MUS,01106, 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40353,SECONDARY APPL INSTR 2,Timofeev Alexander V.,Main,1
MUS,01106, 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40354,SECONDARY APPL INSTR 2,Schwarz Timothy John,Main,1
MUS,01106, 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44917,SECONDARY APPL INSTR 2,Schumaker Bliss Amy Lynn,Main,1
MUS,01107,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40361,PROFESSIONAL APPLIED VOICE 1,Castaldi Kristen M,Main,4
MUS,01107,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40363,PROFESSIONAL APPLIED VOICE 1,Dever Barbara,Main,4
MUS,01107,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40364,PROFESSIONAL APPLIED VOICE 1,Garrison Jon,Main,4
MUS,01107,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40365,PROFESSIONAL APPLIED VOICE 1,Granite Bonita,Main,4
MUS,01107,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40366,PROFESSIONAL APPLIED VOICE 1,Plant Lourin,Main,4
MUS,01107,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40367,PROFESSIONAL APPLIED VOICE 1,Stieber Marian,Main,4
MUS,01108,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40368,PROFESSIONAL APPLIED VOICE 2,Dever Barbara,Main,4
MUS,01108,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40369,PROFESSIONAL APPLIED VOICE 2,Garrison Jon,Main,4
MUS,01108,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40370,PROFESSIONAL APPLIED VOICE 2,Granite Bonita,Main,4
MUS,01108,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40371,PROFESSIONAL APPLIED VOICE 2,Plant Lourin,Main,4
MUS,01108,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40372,PROFESSIONAL APPLIED VOICE 2,Stieber Marian,Main,4
MUS,01109,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40374,MAJOR APPLIED VOICE 1,Dever Barbara,Main,2
MUS,01109,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40376,MAJOR APPLIED VOICE 1,Athey-Janka Lauren E.,Main,2
MUS,01109,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40377,MAJOR APPLIED VOICE 1,Garrison Jon,Main,2
MUS,01109,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40378,MAJOR APPLIED VOICE 1,Granite Bonita,Main,2
MUS,01109,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40379,MAJOR APPLIED VOICE 1,Plant Lourin,Main,2
MUS,01109,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40380,MAJOR APPLIED VOICE 1,Stieber Marian,Main,2
MUS,01109,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40382,MAJOR APPLIED VOICE 1,Castaldi Kristen M,Main,2
MUS,01110,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40383,MAJOR APPLIED VOICE 2,Plant Lourin,Main,2
MUS,01110,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40384,MAJOR APPLIED VOICE 2,Athey-Janka Lauren E.,Main,2
MUS,01110,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40385,MAJOR APPLIED VOICE 2,Garrison Jon,Main,2
MUS,01110,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40387,MAJOR APPLIED VOICE 2,Granite Bonita,Main,2
MUS,01110,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40388,MAJOR APPLIED VOICE 2,Plant Lourin,Main,2
MUS,01110,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40389,MAJOR APPLIED VOICE 2,Stieber Marian,Main,2
MUS,01110,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40391,MAJOR APPLIED VOICE 2,Castaldi Kristen M,Main,2
MUS,01110,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40392,MAJOR APPLIED VOICE 2,McKenzie Arthur G,Main,2
MUS,01111,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40396,SECONDARY APPLIED VOICE 1,Tedeschi John,Main,1
MUS,01111,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40397,SECONDARY APPLIED VOICE 1,McKenzie Arthur G,Main,1
MUS,01111,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40398,SECONDARY APPLIED VOICE 1,Dever Barbara,Main,1
MUS,01111,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40399,SECONDARY APPLIED VOICE 1,Garrison Jon,Main,1
MUS,01111,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40400,SECONDARY APPLIED VOICE 1,Saverine Nicholas F,Main,1
MUS,01111,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40401,SECONDARY APPLIED VOICE 1,Plant Lourin,Main,1
MUS,01111,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40402,SECONDARY APPLIED VOICE 1,Stieber Marian,Main,1
MUS,01111,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40403,SECONDARY APPLIED VOICE 1,Granite Bonita,Main,1
MUS,01111,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40404,SECONDARY APPLIED VOICE 1,Price Jonathan G,Main,1
MUS,01111, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40405,SECONDARY APPLIED VOICE 1,Athey-Janka Lauren E.,Main,1
MUS,01112,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40406,SECONDARY APPLIED VOICE 2,Saverine Nicholas F,Main,1
MUS,01112,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40407,SECONDARY APPLIED VOICE 2,Tedeschi John,Main,1
