CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x30e5dc0),Room Cap
24239,ME,10453,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO ANALYTIC DYNAMICS,Constans  Eric W.,TR      1530 1645 REXT 319 (Class),Main,,3,20,0,0,0,20,40
22730,ME,10470,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO BIOMECHANICS,Amadoro  Melanie K,MW      1530 1645 REXT 107 (Class),Main,,3,35,0,0,0,35,36
24195,ME,10470,  2,Full Term ... `17-JAN to 08-MAY,Evening,INTRO TO BIOMECHANICS,Amadoro  Melanie K,MW      1700 1815 REXT 107 (Class),Main,,3,30,0,0,0,30,36
22731,ME,10505,  1,Full Term ... `17-JAN to 08-MAY,Evening,SP TP MECH ENG:,STAFF,M       1700 1815 ENTPRZ 506 (Class)`M       1830 1945 ENTPRZ 506 (Class),Main,,3,10,0,0,0,10,46
22732,ME,10505,  2,Full Term ... `17-JAN to 08-MAY,Evening,SP TP MECH ENG:,Bhatia  Krishan K,T       1700 1815 REXT 107 (Class)`T       1830 1945 REXT 107 (Class),Main,,3,10,0,0,0,10,36
22733,ME,10505,  3,Full Term ... `17-JAN to 08-MAY,Evening,SP TP MECH ENG:,STAFF,,Main,,3,0,0,0,0,0,
22734,ME,10505,  4,Full Term ... `17-JAN to 08-MAY,Day,ST ME:RENEWABLE ENERGY,Xue  Wei,MW      1230 1345 BUSN 121 (Class),Main,,3,10,0,0,0,10,40
22736,ME,10505,  5,Full Term ... `17-JAN to 08-MAY,Day,SP TP MECH ENG:,STAFF,M       0800 0915 ENTPRZ 506 (Class)`W       0800 0915 REXT 321 (Class),Main,,3,10,0,0,0,10,40
22738,ME,10543,  1,Full Term ... `17-JAN to 08-MAY,Evening,ADVANCED DESIGN FOR X,Kozachyn  Stephen M,W       1700 1815 ENTPRZ 509 (Class)`W       1830 1945 ENTPRZ 509 (Class),Main,,3,10,0,0,0,10,46
24240,ME,10553,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED DYNAMICS,Constans  Eric W.,TR      1530 1645 REXT 319 (Class),Main,,3,10,0,0,0,10,40
22740,ME,10570,  1,Full Term ... `17-JAN to 08-MAY,Day,PRINCIPLES IN BIOMECHANICS,Amadoro  Melanie K,MW      1530 1645 REXT 107 (Class),Main,,3,5,0,0,0,5,36
22366,MED,01502,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,LIFESTAGES,STAFF,   ,CMSRU Cooper Med School-Camden,,1,100,0,0,0,100,
22362,MED,01503,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,INFECTIOUS DISEASES,STAFF,   ,CMSRU Cooper Med School-Camden,,1,100,0,0,0,100,
22363,MED,01504,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,HEMATOLOGY & ONCOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,100,0,0,0,100,
22364,MED,01509,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SKIN-MUSCULOSKELETAL,STAFF,   ,CMSRU Cooper Med School-Camden,,1,100,0,0,0,100,
22369,MED,01530,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SELECTED TOPICS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22354,MED,01602,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,UROLOGY-RENAL,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22357,MED,01603,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,WOMEN'S HEALTH,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22359,MED,01604,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEUROLOGY-PSYCHIATRY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22360,MED,01609,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,OTOLARYNGOLOGY-ALLERGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22361,MED,01610,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SELECTED TOPICS:,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22329,MED,01701,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,OB/GYN CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22335,MED,01702,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PEDIATRICS CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22336,MED,01703,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SURGERY CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22337,MED,01704,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PSYCHIATRY CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22341,MED,01705,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEUROLOGY CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
23844,MED,01711,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,HEMATOLOGY/ONCOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,20,0,0,0,20,
22344,MED,01715,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,FAMILY MEDICINE CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22349,MED,01723,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,INTERNAL MEDICINE CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
23845,MED,01798,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,OTOLARYNGOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,20,0,0,0,20,
22086,MED,01801,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,READING ELECTIVE 1 WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22088,MED,01802,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,READING ELECTIVE 2 WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22100,MED,01820,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SIX SIGMA YELLOW BELT 1 WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22103,MED,01900,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,INDEPENDENT STUDY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22158,MED,01902,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RESEARCH 2 WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22162,MED,01904,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RESEARCH 4 WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22173,MED,02101,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ADV SURGICAL & RADIOLGC ANAT,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22174,MED,02200,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CHRONIC CARE CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
21997,MED,02201,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ANESTHESIA,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22183,MED,02300,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CRITICAL CARE MED CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22187,MED,02301,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,INTERNAL MEDICINE SUB-I,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22188,MED,02304,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CARDIOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22189,MED,02305,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CRITICAL CARE,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22190,MED,02306,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ENDOCRINOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22191,MED,02307,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,GASTROENTEROLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22192,MED,02308,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,HEMATOLOGY ONCOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22193,MED,02309,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,INFECTIOUS DISEASES,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22194,MED,02310,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEPHROLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22195,MED,02311,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PALLIATIVE MEDICINE,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22196,MED,02312,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PULMONARY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22197,MED,02313,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RHEUMATOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22198,MED,02320,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEPHROLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22200,MED,02321,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PALLIATIVE MEDICINE - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22201,MED,02322,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PULMONARY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22205,MED,02323,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RHEUMATOLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22206,MED,02326,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ENDOCRINOLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22207,MED,02327,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,GASTROENTEROLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22208,MED,02329,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,INFECTIOUS DISEASES - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22000,MED,02400,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,EMERGENCY MEDICINE CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22001,MED,02404,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,EMERGENCY MEDICINE PEDS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22002,MED,02405,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,EMERGENCY MED SPECIAL OPS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22003,MED,02406,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,EMERGENCY MEDICINE ULTRASOUND,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22081,MED,02500,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,FAMILY MEDICINE SUB-I,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22083,MED,02501,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,FAMILY MEDICINE,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22211,MED,02600,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,OB-GYN SUB-I,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22213,MED,02603,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,OBGY - AMBULATORY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22216,MED,02604,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,GYNECOLOGIC ONCOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22218,MED,02605,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CLINICAL REPROD ENDOCR INFERTL,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22220,MED,02606,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,MATERNAL FETAL MEDICINE,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22222,MED,02607,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,URO-GYNECOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22230,MED,02701,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PEDIATRICS SUB-1,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22232,MED,02703,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ADOLESCENT MEDICINE,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22234,MED,02704,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ALLERGY IMMUNOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22236,MED,02705,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PEDS - AMBULATORY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22239,MED,02706,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CHILD DEVELOPMEMT CENTER,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22242,MED,02707,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,MEDICAL GENETICS DYSMORPHOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22244,MED,02708,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEONATAL CRITICAL CARE,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22247,MED,02709,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEUROLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22248,MED,02725,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PEDS AMBULATORY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22249,MED,02726,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CHILD DEVLPMNT CENTER - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22250,MED,02727,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,MEDCL GNTCS DYSMORPHLGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22251,MED,02801,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PSYCHIATRY SUB-I,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22258,MED,02803,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ADULT OUTPATIENT,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22260,MED,02804,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CHILD/ ADOLESCENT,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22263,MED,02805,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CONSULTATION LIAISON,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22265,MED,02806,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,IN-PATIENT,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22269,MED,02807,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SPECIAL PROJECT,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22291,MED,02900,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CRITCAL CARE SURGERY CLERKSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22293,MED,02901,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SURGERY - SUB-1,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22295,MED,02903,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,CARDIOVAS THORACTIC SURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22298,MED,02904,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,COLON & RECTAL SURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22301,MED,02905,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,GENERAL SURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22302,MED,02906,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEUROSURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22305,MED,02907,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PEDIATRIC SURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22311,MED,02908,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PLASTIC SURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22314,MED,02909,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,TRAUMA,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22324,MED,02926,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,SURG-NEUROSURGY - 2 WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22317,MED,02990,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,VASCULAR SURGERY - SUB-I,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22270,MED,03002,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,MUSCULOSKELETAL RADLGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22272,MED,03003,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,DIAGNOSTIC RADIOLOGY - 4 WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22276,MED,03004,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,MUSCULOSKELETAL RADIOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22279,MED,03005,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,DIADNOSTIC RADIOLOGY - 2 WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22280,MED,03025,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NEURORADIOLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22281,MED,03026,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,NUCLR MEDCN MOLECULR IMAG-2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22283,MED,03027,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PEDIATRIC RADIOLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22286,MED,03028,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,WOMEN'S IMAGING - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22105,MED,03101,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,HEALTHCARE ADMINISTRATION,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22116,MED,03102,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,HEALTHCARE ADMINSTRTION - 2WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22124,MED,03301,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PHYSICAL MEDICINE & REHABLTN,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22287,MED,03402,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RADIATION ONCOLOGY 2WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22289,MED,03404,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RADIATION ONCOLOGY 4WK,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22226,MED,03502,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ORTHOPAEDIC SURGERY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22228,MED,03601,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,PATHOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22155,MED,03701,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,MEDICAL INFORMATICS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
21998,MED,03801,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,DERMATOLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
21999,MED,03802,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,DERMATOLOGY - 2WKS,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22210,MED,03902,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,ADVANCED NEUROLOGY,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22319,MED,04200,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,UROLOGY SUB-INTERNSHIP,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
22322,MED,04220,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,RADIOLOGY-INTERVENTIONAL,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
23688,MED,04290,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,STUDENT SCHOLAR PROGRAM,STAFF,   ,CMSRU Cooper Med School-Camden,,1,5,0,0,1,4,
22328,MED,09999,  1,Cooper MS Spring Term ... `03-JAN to 30-JUN,Day,AWAY ELECTIVE: SELECTED ELCTV,STAFF,   ,CMSRU Cooper Med School-Camden,,1,50,0,0,0,50,
23991,MED,8054M,34G,SOM Term ... `03-JAN to 29-JAN,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
23992,MED,8054M,34H,SOM Term ... `30-JAN to 26-FEB,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
23993,MED,8054M,34I,SOM Term ... `27-FEB to 26-MAR,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
23994,MED,8054M,34J,SOM Term ... `27-MAR to 23-APR,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
23995,MED,8054M,34K,SOM Term ... `24-APR to 21-MAY,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
23996,MED,8054M,34L,SOM Term ... `22-MAY to 18-JUN,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
23997,MED,8202M,36E,SOM Term ... `03-JAN to 12-FEB,Day,GENERAL INTERNAL MEDICINE,Helfer  Elizabeth L.,   ,Stratford,,1,999,0,0,0,999,
23998,MED,8202M,36F,SOM Term ... `13-FEB to 26-MAR,Day,GENERAL INTERNAL MEDICINE,Helfer  Elizabeth L.,   ,Stratford,,1,999,0,0,0,999,
23999,MED,8202M,36G,SOM Term ... `27-MAR to 07-MAY,Day,GENERAL INTERNAL MEDICINE,Helfer  Elizabeth L.,   ,Stratford,,1,999,0,0,0,999,
24000,MED,8202M,36H,SOM Term ... `08-MAY to 18-JUN,Day,GENERAL INTERNAL MEDICINE,Helfer  Elizabeth L.,   ,Stratford,,1,999,0,0,0,999,
24001,MED,8354M,34G,SOM Term ... `03-JAN to 29-JAN,Day,PULMONOLOGY,Saccone  Peter J,   ,Stratford,,1,999,0,0,0,999,
24002,MED,8354M,34H,SOM Term ... `30-JAN to 26-FEB,Day,PULMONOLOGY,Saccone  Peter J,   ,Stratford,,1,999,0,0,0,999,
24003,MED,8354M,34I,SOM Term ... `27-FEB to 26-MAR,Day,PULMONOLOGY,Saccone  Peter J,   ,Stratford,,1,999,0,0,0,999,
24004,MED,8354M,34J,SOM Term ... `27-MAR to 23-APR,Day,PULMONOLOGY,Saccone  Peter J,   ,Stratford,,1,999,0,0,0,999,
24005,MED,8354M,34K,SOM Term ... `24-APR to 21-MAY,Day,PULMONOLOGY,Saccone  Peter J,   ,Stratford,,1,999,0,0,0,999,
24006,MED,8354M,34L,SOM Term ... `22-MAY to 18-JUN,Day,PULMONOLOGY,Saccone  Peter J,   ,Stratford,,1,999,0,0,0,999,
24076,MED,9054M,44G,SOM Term ... `05-DEC to 01-JAN,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
24077,MED,9054M,44H,SOM Term ... `03-JAN to 29-JAN,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
24078,MED,9054M,44I,SOM Term ... `30-JAN to 26-FEB,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
24079,MED,9054M,44J,SOM Term ... `27-FEB to 26-MAR,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
24080,MED,9054M,44K,SOM Term ... `27-MAR to 23-APR,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
24081,MED,9054M,44L,SOM Term ... `24-APR to 21-MAY,Day,CARDIOLOGY,Wadehra  Ramneet,   ,Stratford,,1,999,0,0,0,999,
24082,MED,9094M,44G,SOM Term ... `05-DEC to 01-JAN,Day,ENDOCRINOLOGY,Beluch  Brian W,   ,Stratford,,1,999,0,0,0,999,
24083,MED,9094M,44H,SOM Term ... `03-JAN to 29-JAN,Day,ENDOCRINOLOGY,Beluch  Brian W,   ,Stratford,,1,999,0,0,0,999,
